xval, vval, vvalcor, xvalcor, tval
1.0, 0.0, 1.0, 0.0, 0.0 
1.0, -0.9800000000000001, 0.951, -0.9800000000000001, 0.1 
0.902, -1.9600000000000002, 0.8039999999999999, -1.9600000000000002, 0.2 
0.706, -2.9400000000000004, 0.5589999999999999, -2.9400000000000004, 0.30000000000000004 
0.4119999999999999, -3.9200000000000004, 0.21599999999999986, -3.9200000000000004, 0.4 
0.01999999999999985, -4.9, -0.603620965919011, 5.606333109262472, 0.5 
-0.4700000000000002, -5.880000000000001, 0.48570837456966737, 3.174919819213474, 0.6 
0.0, 5.880000000000001, 0.7542003564910147, 2.194919819213474, 0.7 
0.5880000000000001, 4.9, 0.9246923384123621, 1.214919819213474, 0.7999999999999999 
1.078, 3.9200000000000004, 0.9971843203337095, 0.23491981921347393, 0.8999999999999999 
1.4700000000000002, 2.9400000000000004, 0.9716763022550569, -0.7450801807865262, 0.9999999999999999 
1.7640000000000002, 1.9600000000000004, 0.8481682841764042, -1.7250801807865264, 1.0999999999999999 
1.9600000000000004, 0.9800000000000003, 0.6266602660977516, -2.7050801807865263, 1.2 
2.0580000000000003, 2.220446049250313e-16, 0.30715224801909896, -3.6850801807865263, 1.3 
2.0580000000000003, -0.9799999999999999, -0.0252422761356503, 4.482716655361874, 1.4000000000000001 
1.9600000000000002, -1.96, 0.37402938940053715, 3.502716655361874, 1.5000000000000002 
1.7640000000000002, -2.94, 0.6753010549367247, 2.522716655361874, 1.6000000000000003 
1.4700000000000002, -3.92, 0.878572720472912, 1.542716655361874, 1.7000000000000004 
1.0780000000000003, -4.9, 0.9838443860090994, 0.562716655361874, 1.8000000000000005 
0.5880000000000003, -5.880000000000001, 0.9911160515452868, -0.4172833446381261, 1.9000000000000006 
2.220446049250313e-16, -6.860000000000001, 0.9003877170814742, -1.3972833446381263, 2.0000000000000004 
-0.6859999999999999, -7.840000000000002, 0.7116593826176616, -2.3772833446381263, 2.1000000000000005 
0.0, 7.840000000000002, 0.4249310481538489, -3.3572833446381263, 2.2000000000000006 
0.7840000000000003, 6.860000000000001, 0.04020271369003631, -4.337283344638126, 2.3000000000000007 
1.4700000000000004, 5.880000000000001, -0.6560228406398098, 5.697196475156907, 2.400000000000001 
2.0580000000000007, 4.9, -0.04538361825635141, 4.526534979189324, 2.500000000000001 
2.548000000000001, 3.9200000000000004, 0.358269879662581, 3.546534979189324, 2.600000000000001 
2.940000000000001, 2.9400000000000004, 0.6639233775815134, 2.566534979189324, 2.700000000000001 
3.234000000000001, 1.9600000000000004, 0.8715768755004458, 1.5865349791893242, 2.800000000000001 
3.430000000000001, 0.9800000000000003, 0.9812303734193782, 0.6065349791893241, 2.9000000000000012 
3.528000000000001, 2.220446049250313e-16, 0.9928838713383107, -0.373465020810676, 3.0000000000000013 
3.528000000000001, -0.9799999999999999, 0.906537369257243, -1.3534650208106762, 3.1000000000000014 
3.430000000000001, -1.96, 0.7221908671761754, -2.333465020810676, 3.2000000000000015 
3.234000000000001, -2.94, 0.43984436509510777, -3.313465020810676, 3.3000000000000016 
2.940000000000001, -3.92, 0.05949786301404014, -4.293465020810676, 3.4000000000000017 
2.548000000000001, -4.9, -0.07490302347819995, 4.589999919408793, 3.5000000000000018 
2.0580000000000007, -5.880000000000001, 0.3350969684626794, 3.6099999194087933, 3.600000000000002 
1.4700000000000006, -6.860000000000001, 0.6470969604035588, 2.6299999194087933, 3.700000000000002 
0.7840000000000005, -7.840000000000002, 0.8610969523444381, 1.6499999194087933, 3.800000000000002 
2.220446049250313e-16, -8.820000000000002, 0.9770969442853175, 0.6699999194087932, 3.900000000000002 
-0.882, -9.800000000000002, 0.9950969362261968, -0.3100000805912069, 4.000000000000002 
0.0, 9.800000000000002, 0.9150969281670761, -1.290000080591207, 4.100000000000001 
0.9800000000000003, 8.820000000000002, 0.7370969201079554, -2.270000080591207, 4.200000000000001 
1.8620000000000005, 7.840000000000002, 0.46109691204883463, -3.250000080591207, 4.300000000000001 
2.646000000000001, 6.860000000000001, 0.08709690398971393, -4.230000080591207, 4.4 
3.3320000000000007, 5.880000000000001, -0.07678327307512409, 4.594012641718832, 4.5 
3.920000000000001, 4.9, 0.33361799109675916, 3.614012641718832, 4.6 
4.410000000000001, 3.9200000000000004, 0.6460192552686423, 2.634012641718832, 4.699999999999999 
4.802000000000001, 2.9400000000000004, 0.8604205194405256, 1.654012641718832, 4.799999999999999 
5.096000000000002, 1.9600000000000004, 0.9768217836124088, 0.674012641718832, 4.899999999999999 
5.292000000000002, 0.9800000000000003, 0.9952230477842919, -0.3059873582811681, 4.999999999999998 
5.3900000000000015, 2.220446049250313e-16, 0.9156243119561751, -1.2859873582811683, 5.099999999999998 
5.3900000000000015, -0.9799999999999999, 0.7380255761280583, -2.2659873582811683, 5.1999999999999975 
5.292000000000002, -1.96, 0.46242684029994147, -3.2459873582811682, 5.299999999999997 
5.096000000000002, -2.94, 0.08882810447182465, -4.225987358281168, 5.399999999999997 
4.802000000000002, -3.92, -0.036277244578892, 4.506776452604045, 5.4999999999999964 
4.410000000000002, -4.9, 0.3654004006815125, 3.5267764526040453, 5.599999999999996 
3.9200000000000017, -5.880000000000001, 0.6690780459419171, 2.5467764526040453, 5.699999999999996 
3.3320000000000016, -6.860000000000001, 0.8747556912023217, 1.5667764526040453, 5.799999999999995 
2.6460000000000017, -7.840000000000002, 0.9824333364627262, 0.5867764526040452, 5.899999999999995 
1.8620000000000014, -8.820000000000002, 0.9921109817231307, -0.3932235473959549, 5.999999999999995 
0.9800000000000012, -9.800000000000002, 0.9037886269835352, -1.373223547395955, 6.099999999999994 
8.881784197001252e-16, -10.780000000000003, 0.7174662722439398, -2.353223547395955, 6.199999999999994 
-1.0779999999999994, -11.760000000000003, 0.4331439175043442, -3.333223547395955, 6.299999999999994 
0.0, 11.760000000000003, 0.050821562764748696, -4.313223547395955, 6.399999999999993 
